Country_1,Country_2,Cooperation_Count,Country_Pair
Canada,Isabel Costa,1,"('Canada', 'Isabel Costa')"
Al-Karim,Canada,3,"('Al-Karim', 'Canada')"
Joerg,Switzerland,1,"('Joerg', 'Switzerland')"
Ace Volkmann,Australia,1,"('Ace Volkmann', 'Australia')"
Ace Volkmann,UK,1,"('Ace Volkmann', 'UK')"
Subrata,USA,2,"('Subrata', 'USA')"
Germany,Jamie-Lee,2,"('Germany', 'Jamie-Lee')"
Janusz,UK,1,"('Janusz', 'UK')"
Jason,USA,4,"('Jason', 'USA')"
Ho Kwong,Long-Zeng,1,"('Ho Kwong', 'Long-Zeng')"
Long-Zeng,Peoples R China,2,"('Long-Zeng', 'Peoples R China')"
Long-Zeng,UK,1,"('Long-Zeng', 'UK')"
Ho Kwong,Peoples R China,11,"('Ho Kwong', 'Peoples R China')"
Ho Kwong,UK,1,"('Ho Kwong', 'UK')"
Belgium,Kristel,2,"('Belgium', 'Kristel')"
Kristel,Netherlands,1,"('Kristel', 'Netherlands')"
Netherlands,Norway,3,"('Netherlands', 'Norway')"
David,Germany,3,"('David', 'Germany')"
Finland,Martin,3,"('Finland', 'Martin')"
Australia,Martin,2,"('Australia', 'Martin')"
France,Stephanie,1,"('France', 'Stephanie')"
Stephanie,USA,1,"('Stephanie', 'USA')"
Alina S. Hernandez,USA,1,"('Alina S. Hernandez', 'USA')"
Ruediger,USA,1,"('Ruediger', 'USA')"
Alina S. Hernandez,Germany,8,"('Alina S. Hernandez', 'Germany')"
Alina S. Hernandez,Ruediger,1,"('Alina S. Hernandez', 'Ruediger')"
Germany,Ruediger,3,"('Germany', 'Ruediger')"
Ali,New Zealand,1,"('Ali', 'New Zealand')"
Armenio,Miguel,16,"('Armenio', 'Miguel')"
Miguel,Portugal,12,"('Miguel', 'Portugal')"
Miguel,Miguel,6,"('Miguel', 'Miguel')"
Miguel,Spain,4,"('Miguel', 'Spain')"
Armenio,Armenio,6,"('Armenio', 'Armenio')"
Armenio,Spain,4,"('Armenio', 'Spain')"
Denmark,Eric,1,"('Denmark', 'Eric')"
Anne,Belgium,2,"('Anne', 'Belgium')"
Anne,Netherlands,2,"('Anne', 'Netherlands')"
Anne,Peoples R China,2,"('Anne', 'Peoples R China')"
Belgium,Peoples R China,14,"('Belgium', 'Peoples R China')"
Austria,Verena,1,"('Austria', 'Verena')"
Alyson,Canada,2,"('Alyson', 'Canada')"
Australia,Hannes,2,"('Australia', 'Hannes')"
David,Hannes,1,"('David', 'Hannes')"
Malaysia,Pui Fong,2,"('Malaysia', 'Pui Fong')"
Kok Wei,Pui Fong,1,"('Kok Wei', 'Pui Fong')"
Kok Wei,Malaysia,2,"('Kok Wei', 'Malaysia')"
Canada,Pascal,2,"('Canada', 'Pascal')"
Pascal,Yang,1,"('Pascal', 'Yang')"
Pascal,Peoples R China,1,"('Pascal', 'Peoples R China')"
Canada,Yang,2,"('Canada', 'Yang')"
Peoples R China,Yang,7,"('Peoples R China', 'Yang')"
Denmark,Throstur Olaf,2,"('Denmark', 'Throstur Olaf')"
Denmark,Vlad,1,"('Denmark', 'Vlad')"
Denmark,Iceland,2,"('Denmark', 'Iceland')"
Alice,Thomas,2,"('Alice', 'Thomas')"
Alice,Australia,2,"('Alice', 'Australia')"
Australia,Thomas,3,"('Australia', 'Thomas')"
Patrick,Switzerland,1,"('Patrick', 'Switzerland')"
France,Natalia,1,"('France', 'Natalia')"
Germany,Natalia,1,"('Germany', 'Natalia')"
Australia,Craig,1,"('Australia', 'Craig')"
Belen,Spain,1,"('Belen', 'Spain')"
Belen,USA,1,"('Belen', 'USA')"
Australia,Kristin,2,"('Australia', 'Kristin')"
H. Onur,Ting,1,"('H. Onur', 'Ting')"
Canada,H. Onur,2,"('Canada', 'H. Onur')"
Canada,Ting,1,"('Canada', 'Ting')"
Fidel,USA,8,"('Fidel', 'USA')"
Sri Lanka,USA,8,"('Sri Lanka', 'USA')"
Canada,Fidel,4,"('Canada', 'Fidel')"
Canada,Sri Lanka,4,"('Canada', 'Sri Lanka')"
Switzerland,Taiwan,2,"('Switzerland', 'Taiwan')"
Croatia,Switzerland,2,"('Croatia', 'Switzerland')"
Japan,Switzerland,2,"('Japan', 'Switzerland')"
Mexico,Switzerland,2,"('Mexico', 'Switzerland')"
Slovenia,Switzerland,2,"('Slovenia', 'Switzerland')"
Australia,Switzerland,16,"('Australia', 'Switzerland')"
Austria,Switzerland,3,"('Austria', 'Switzerland')"
Pakistan,Switzerland,2,"('Pakistan', 'Switzerland')"
Israel,Switzerland,2,"('Israel', 'Switzerland')"
Malaysia,Switzerland,2,"('Malaysia', 'Switzerland')"
Portugal,Switzerland,5,"('Portugal', 'Switzerland')"
Colombia,Switzerland,2,"('Colombia', 'Switzerland')"
Lithuania,Switzerland,2,"('Lithuania', 'Switzerland')"
Fidel,Switzerland,2,"('Fidel', 'Switzerland')"
Switzerland,Vietnam,2,"('Switzerland', 'Vietnam')"
South Korea,Switzerland,2,"('South Korea', 'Switzerland')"
Italy,Switzerland,4,"('Italy', 'Switzerland')"
Estonia,Switzerland,2,"('Estonia', 'Switzerland')"
Singapore,Switzerland,4,"('Singapore', 'Switzerland')"
Sri Lanka,Switzerland,2,"('Sri Lanka', 'Switzerland')"
Japan,Taiwan,1,"('Japan', 'Taiwan')"
Fidel,Taiwan,1,"('Fidel', 'Taiwan')"
Sri Lanka,Taiwan,1,"('Sri Lanka', 'Taiwan')"
Fidel,Peoples R China,3,"('Fidel', 'Peoples R China')"
Peoples R China,Sri Lanka,3,"('Peoples R China', 'Sri Lanka')"
Croatia,Japan,1,"('Croatia', 'Japan')"
Croatia,UK,1,"('Croatia', 'UK')"
Croatia,Fidel,1,"('Croatia', 'Fidel')"
Croatia,Sri Lanka,1,"('Croatia', 'Sri Lanka')"
Japan,Mexico,1,"('Japan', 'Mexico')"
Japan,Slovenia,1,"('Japan', 'Slovenia')"
Brazil,Japan,3,"('Brazil', 'Japan')"
Austria,Japan,1,"('Austria', 'Japan')"
Japan,Pakistan,1,"('Japan', 'Pakistan')"
Israel,Japan,1,"('Israel', 'Japan')"
Japan,Malaysia,1,"('Japan', 'Malaysia')"
France,Japan,1,"('France', 'Japan')"
Japan,Portugal,2,"('Japan', 'Portugal')"
Colombia,Japan,1,"('Colombia', 'Japan')"
Japan,Lithuania,1,"('Japan', 'Lithuania')"
Fidel,Japan,1,"('Fidel', 'Japan')"
Japan,Spain,4,"('Japan', 'Spain')"
Japan,Vietnam,1,"('Japan', 'Vietnam')"
Italy,Japan,1,"('Italy', 'Japan')"
Estonia,Japan,1,"('Estonia', 'Japan')"
Japan,Singapore,2,"('Japan', 'Singapore')"
Japan,Sri Lanka,1,"('Japan', 'Sri Lanka')"
Mexico,UK,5,"('Mexico', 'UK')"
Fidel,Mexico,1,"('Fidel', 'Mexico')"
Mexico,Sri Lanka,1,"('Mexico', 'Sri Lanka')"
Fidel,Slovenia,1,"('Fidel', 'Slovenia')"
Slovenia,Sri Lanka,1,"('Slovenia', 'Sri Lanka')"
Australia,Fidel,5,"('Australia', 'Fidel')"
Australia,Sri Lanka,5,"('Australia', 'Sri Lanka')"
Brazil,Fidel,2,"('Brazil', 'Fidel')"
Brazil,Sri Lanka,2,"('Brazil', 'Sri Lanka')"
Austria,Fidel,1,"('Austria', 'Fidel')"
Austria,Sri Lanka,1,"('Austria', 'Sri Lanka')"
Fidel,Pakistan,1,"('Fidel', 'Pakistan')"
Pakistan,Sri Lanka,1,"('Pakistan', 'Sri Lanka')"
Fidel,Israel,1,"('Fidel', 'Israel')"
Israel,Sri Lanka,1,"('Israel', 'Sri Lanka')"
Fidel,Malaysia,1,"('Fidel', 'Malaysia')"
Malaysia,Sri Lanka,1,"('Malaysia', 'Sri Lanka')"
Portugal,UK,6,"('Portugal', 'UK')"
Lithuania,UK,1,"('Lithuania', 'UK')"
Fidel,UK,1,"('Fidel', 'UK')"
UK,Vietnam,4,"('UK', 'Vietnam')"
Sri Lanka,UK,1,"('Sri Lanka', 'UK')"
Fidel,France,1,"('Fidel', 'France')"
France,Sri Lanka,1,"('France', 'Sri Lanka')"
Fidel,Portugal,2,"('Fidel', 'Portugal')"
Portugal,Sri Lanka,2,"('Portugal', 'Sri Lanka')"
Colombia,Fidel,1,"('Colombia', 'Fidel')"
Colombia,Sri Lanka,1,"('Colombia', 'Sri Lanka')"
Fidel,Lithuania,1,"('Fidel', 'Lithuania')"
Lithuania,Sri Lanka,1,"('Lithuania', 'Sri Lanka')"
Fidel,Spain,1,"('Fidel', 'Spain')"
Fidel,Vietnam,1,"('Fidel', 'Vietnam')"
Fidel,South Korea,1,"('Fidel', 'South Korea')"
Fidel,Italy,1,"('Fidel', 'Italy')"
Estonia,Fidel,1,"('Estonia', 'Fidel')"
Fidel,Netherlands,1,"('Fidel', 'Netherlands')"
Fidel,Singapore,2,"('Fidel', 'Singapore')"
Fidel,Sri Lanka,1,"('Fidel', 'Sri Lanka')"
Spain,Sri Lanka,1,"('Spain', 'Sri Lanka')"
Sri Lanka,Vietnam,1,"('Sri Lanka', 'Vietnam')"
South Korea,Sri Lanka,1,"('South Korea', 'Sri Lanka')"
Italy,Sri Lanka,1,"('Italy', 'Sri Lanka')"
Estonia,Sri Lanka,1,"('Estonia', 'Sri Lanka')"
Netherlands,Sri Lanka,1,"('Netherlands', 'Sri Lanka')"
Singapore,Sri Lanka,2,"('Singapore', 'Sri Lanka')"
Germany,Silke Astrid,1,"('Germany', 'Silke Astrid')"
Lijun,Min,1,"('Lijun', 'Min')"
Min,Peoples R China,8,"('Min', 'Peoples R China')"
Lijun,Peoples R China,2,"('Lijun', 'Peoples R China')"
Isabelle,Sonia,1,"('Isabelle', 'Sonia')"
France,Isabelle,2,"('France', 'Isabelle')"
France,Sonia,1,"('France', 'Sonia')"
David,Montgomery,1,"('David', 'Montgomery')"
Montgomery,USA,1,"('Montgomery', 'USA')"
Sang-Eun,USA,2,"('Sang-Eun', 'USA')"
Hyejeong,USA,2,"('Hyejeong', 'USA')"
Hyejeong,Sang-Eun,1,"('Hyejeong', 'Sang-Eun')"
Meng,Peoples R China,1,"('Meng', 'Peoples R China')"
Canada,Meng,1,"('Canada', 'Meng')"
Jordi,Spain,3,"('Jordi', 'Spain')"
Jordi,Mexico,1,"('Jordi', 'Mexico')"
France,Jordi,3,"('France', 'Jordi')"
Felix,Jordi,1,"('Felix', 'Jordi')"
Germany,Jordi,1,"('Germany', 'Jordi')"
Felix,Spain,4,"('Felix', 'Spain')"
Felix,Mexico,1,"('Felix', 'Mexico')"
Felix,France,1,"('Felix', 'France')"
Jose Atilano,Spain,1,"('Jose Atilano', 'Spain')"
Aamir Firoz,Muhammad,1,"('Aamir Firoz', 'Muhammad')"
Muhammad,Pakistan,6,"('Muhammad', 'Pakistan')"
Aamir Firoz,Pakistan,1,"('Aamir Firoz', 'Pakistan')"
Australia,Maree,3,"('Australia', 'Maree')"
Eun-Ju,Hyun Jun,1,"('Eun-Ju', 'Hyun Jun')"
Eun-Ju,South Korea,5,"('Eun-Ju', 'South Korea')"
Hyun Jun,South Korea,5,"('Hyun Jun', 'South Korea')"
Australia,Graham,2,"('Australia', 'Graham')"
Graham,UK,4,"('Graham', 'UK')"
Celia,Spain,1,"('Celia', 'Spain')"
Colina,Switzerland,1,"('Colina', 'Switzerland')"
Mike,UK,1,"('Mike', 'UK')"
Alexander,Kohyar,1,"('Alexander', 'Kohyar')"
Alexander,Australia,3,"('Alexander', 'Australia')"
Alexander,Peoples R China,1,"('Alexander', 'Peoples R China')"
Australia,Kohyar,1,"('Australia', 'Kohyar')"
Kohyar,Peoples R China,1,"('Kohyar', 'Peoples R China')"
Wentao,Xingqiang,1,"('Wentao', 'Xingqiang')"
Peoples R China,Xingqiang,8,"('Peoples R China', 'Xingqiang')"
Peoples R China,Wentao,3,"('Peoples R China', 'Wentao')"
Canada,Sara,1,"('Canada', 'Sara')"
France,Jean-Marc,5,"('France', 'Jean-Marc')"
Hungary,Norway,2,"('Hungary', 'Norway')"
Jingqiu,Peoples R China,9,"('Jingqiu', 'Peoples R China')"
Jingqiu,USA,15,"('Jingqiu', 'USA')"
Elina,Finland,2,"('Elina', 'Finland')"
Gustavo,Oscar,1,"('Gustavo', 'Oscar')"
Gustavo,Spain,1,"('Gustavo', 'Spain')"
Oscar,Spain,1,"('Oscar', 'Spain')"
Gary,USA,3,"('Gary', 'USA')"
Israel,Turkey,1,"('Israel', 'Turkey')"
Australia,Prithi,1,"('Australia', 'Prithi')"
Andrea,Patricia,1,"('Andrea', 'Patricia')"
Patricia,Spain,1,"('Patricia', 'Spain')"
Norway,Siv,3,"('Norway', 'Siv')"
Maiju,Taru,1,"('Maiju', 'Taru')"
Maiju,Mari,3,"('Maiju', 'Mari')"
Finland,Maiju,4,"('Finland', 'Maiju')"
Charles,Olivier,1,"('Charles', 'Olivier')"
Canada,Charles,1,"('Canada', 'Charles')"
Netherlands,Sweden,6,"('Netherlands', 'Sweden')"
Christine,Louise,1,"('Christine', 'Louise')"
Australia,Christine,1,"('Australia', 'Christine')"
Sean,Seong-Hyun,1,"('Sean', 'Seong-Hyun')"
Seong-Hyun,USA,1,"('Seong-Hyun', 'USA')"
Australia,Jun,3,"('Australia', 'Jun')"
Romania,USA,19,"('Romania', 'USA')"
Denmark,Romania,1,"('Denmark', 'Romania')"
Eduardo,Spain,1,"('Eduardo', 'Spain')"
Eduardo,Roger,1,"('Eduardo', 'Roger')"
Australia,Eduardo,2,"('Australia', 'Eduardo')"
Roger,Spain,1,"('Roger', 'Spain')"
Australia,Roger,1,"('Australia', 'Roger')"
Reyes,USA,1,"('Reyes', 'USA')"
Chin-Shan,Peoples R China,1,"('Chin-Shan', 'Peoples R China')"
Australia,Jeremy,1,"('Australia', 'Jeremy')"
Spain,Sylvia,2,"('Spain', 'Sylvia')"
Pamela,UK,2,"('Pamela', 'UK')"
Antje,Canada,1,"('Antje', 'Canada')"
Mohammad,Saudi Arabia,1,"('Mohammad', 'Saudi Arabia')"
Long,Yulin,1,"('Long', 'Yulin')"
Long,Peoples R China,4,"('Long', 'Peoples R China')"
Peoples R China,Yulin,2,"('Peoples R China', 'Yulin')"
Dave,Dirk,1,"('Dave', 'Dirk')"
Canada,Dirk,2,"('Canada', 'Dirk')"
Canada,Dave,2,"('Canada', 'Dave')"
John,MuiChing Carina,1,"('John', 'MuiChing Carina')"
Australia,MuiChing Carina,1,"('Australia', 'MuiChing Carina')"
Australia,John,2,"('Australia', 'John')"
Maria,Spain,6,"('Maria', 'Spain')"
Caroline,France,1,"('Caroline', 'France')"
Franziska,Netherlands,1,"('Franziska', 'Netherlands')"
Eric,USA,4,"('Eric', 'USA')"
Eric,Norway,1,"('Eric', 'Norway')"
Julia Patrizia,Peppi-Emilia,1,"('Julia Patrizia', 'Peppi-Emilia')"
Julia Patrizia,Sweden,1,"('Julia Patrizia', 'Sweden')"
Peppi-Emilia,Sweden,1,"('Peppi-Emilia', 'Sweden')"
India,S. Sai,1,"('India', 'S. Sai')"
Australia,Gergely,1,"('Australia', 'Gergely')"
Gergely,USA,1,"('Gergely', 'USA')"
Jiyun,USA,1,"('Jiyun', 'USA')"
France,Omer,4,"('France', 'Omer')"
Aly,Lebanon,1,"('Aly', 'Lebanon')"
Lebanon,Robert,1,"('Lebanon', 'Robert')"
Aly,Robert,1,"('Aly', 'Robert')"
Aly,UK,1,"('Aly', 'UK')"
Eva,Sona,1,"('Eva', 'Sona')"
Czech Republic,Sona,3,"('Czech Republic', 'Sona')"
Sona,USA,1,"('Sona', 'USA')"
Czech Republic,Eva,3,"('Czech Republic', 'Eva')"
Eva,USA,1,"('Eva', 'USA')"
Czech Republic,Czech Republic,3,"('Czech Republic', 'Czech Republic')"
Czech Republic,USA,6,"('Czech Republic', 'USA')"
Bradley,Jason,2,"('Bradley', 'Jason')"
Bradley,Martin,1,"('Bradley', 'Martin')"
Bradley,USA,3,"('Bradley', 'USA')"
Jason,Martin,1,"('Jason', 'Martin')"
Martin,USA,1,"('Martin', 'USA')"
Peoples R China,Robert,1,"('Peoples R China', 'Robert')"
Canada,Muhammad,1,"('Canada', 'Muhammad')"
M. Carmen,Manuel Carlos,1,"('M. Carmen', 'Manuel Carlos')"
M. Carmen,Spain,1,"('M. Carmen', 'Spain')"
Manuel Carlos,Spain,1,"('Manuel Carlos', 'Spain')"
Giovanni,Italy,5,"('Giovanni', 'Italy')"
Giovanni,Stefano,1,"('Giovanni', 'Stefano')"
Giovanni,USA,1,"('Giovanni', 'USA')"
Stefano,USA,1,"('Stefano', 'USA')"
Arthur,France,2,"('Arthur', 'France')"
Angelica,USA,1,"('Angelica', 'USA')"
Angelica,Mexico,1,"('Angelica', 'Mexico')"
Angelica,France,1,"('Angelica', 'France')"
Chile,Virginia,2,"('Chile', 'Virginia')"
Virginia,Virginia,1,"('Virginia', 'Virginia')"
Chile,U Arab Emirates,1,"('Chile', 'U Arab Emirates')"
Jeffrey,USA,2,"('Jeffrey', 'USA')"
New Zealand,Rachel,2,"('New Zealand', 'Rachel')"
France,Marion,1,"('France', 'Marion')"
Belgium,Marion,1,"('Belgium', 'Marion')"
Peoples R China,Qinxuan,1,"('Peoples R China', 'Qinxuan')"
Qinxuan,USA,1,"('Qinxuan', 'USA')"
Giovanni Maria,Italy,2,"('Giovanni Maria', 'Italy')"
Claudio,Rodrigo,1,"('Claudio', 'Rodrigo')"
Brazil,Rodrigo,2,"('Brazil', 'Rodrigo')"
Brazil,Claudio,2,"('Brazil', 'Claudio')"
Chun-Tuan,Taiwan,1,"('Chun-Tuan', 'Taiwan')"
Peoples R China,Zhi Xing,8,"('Peoples R China', 'Zhi Xing')"
Carolin,Jodie,1,"('Carolin', 'Jodie')"
Carolin,USA,1,"('Carolin', 'USA')"
Australia,Carolin,2,"('Australia', 'Carolin')"
Jodie,USA,1,"('Jodie', 'USA')"
Australia,Jodie,1,"('Australia', 'Jodie')"
France,Marco,3,"('France', 'Marco')"
Amal,USA,1,"('Amal', 'USA')"
Amal,Saudi Arabia,1,"('Amal', 'Saudi Arabia')"
Denmark,Robert,1,"('Denmark', 'Robert')"
Pedro,Portugal,1,"('Pedro', 'Portugal')"
Long-Chuan,Taiwan,2,"('Long-Chuan', 'Taiwan')"
Tobias,UK,3,"('Tobias', 'UK')"
Australia,Timothy,3,"('Australia', 'Timothy')"
Australia,Nicola,2,"('Australia', 'Nicola')"
Nicola,Timothy,1,"('Nicola', 'Timothy')"
Jennifer,Spain,3,"('Jennifer', 'Spain')"
Dominik,Germany,1,"('Dominik', 'Germany')"
Irena,Poland,1,"('Irena', 'Poland')"
Thomas Li-Ping,USA,2,"('Thomas Li-Ping', 'USA')"
Shun-Pin,Taiwan,2,"('Shun-Pin', 'Taiwan')"
Eric,Jennifer,1,"('Eric', 'Jennifer')"
Armenio,Brazil,1,"('Armenio', 'Brazil')"
Marann,Pakistan,1,"('Marann', 'Pakistan')"
Ireland,Pakistan,1,"('Ireland', 'Pakistan')"
Ireland,Marann,1,"('Ireland', 'Marann')"
Australia,Michelle,1,"('Australia', 'Michelle')"
Sandra,UK,3,"('Sandra', 'UK')"
Peoples R China,Yuhui,2,"('Peoples R China', 'Yuhui')"
Ireland,Peoples R China,6,"('Ireland', 'Peoples R China')"
Ireland,Yuhui,1,"('Ireland', 'Yuhui')"
UK,Yuhui,1,"('UK', 'Yuhui')"
USA,Yuhui,1,"('USA', 'Yuhui')"
USA,Xiaotao Kelvin,2,"('USA', 'Xiaotao Kelvin')"
Netherlands,Romania,1,"('Netherlands', 'Romania')"
H. Onur,USA,1,"('H. Onur', 'USA')"
Peter,UK,5,"('Peter', 'UK')"
Emma,USA,4,"('Emma', 'USA')"
USA,Yotam,4,"('USA', 'Yotam')"
Daniel,Emma,1,"('Daniel', 'Emma')"
Daniel,Yotam,1,"('Daniel', 'Yotam')"
Daniel,Tim,1,"('Daniel', 'Tim')"
Daniel,James,1,"('Daniel', 'James')"
Daniel,Israel,2,"('Daniel', 'Israel')"
Emma,Yotam,1,"('Emma', 'Yotam')"
Emma,Tim,1,"('Emma', 'Tim')"
Emma,James,1,"('Emma', 'James')"
Emma,Israel,2,"('Emma', 'Israel')"
Tim,Yotam,1,"('Tim', 'Yotam')"
James,Yotam,1,"('James', 'Yotam')"
Israel,Yotam,2,"('Israel', 'Yotam')"
James,Tim,1,"('James', 'Tim')"
Israel,Tim,2,"('Israel', 'Tim')"
Israel,James,2,"('Israel', 'James')"
Italy,Massimiliano Matteo,1,"('Italy', 'Massimiliano Matteo')"
Australia,Michael,2,"('Australia', 'Michael')"
Dan,Finland,1,"('Dan', 'Finland')"
South Korea,Yuhyung,2,"('South Korea', 'Yuhyung')"
Peoples R China,Yuhyung,1,"('Peoples R China', 'Yuhyung')"
Asma,Dave,1,"('Asma', 'Dave')"
Asma,Canada,1,"('Asma', 'Canada')"
Antonio,Maria,1,"('Antonio', 'Maria')"
Juan,Maria,2,"('Juan', 'Maria')"
Antonio,Juan,2,"('Antonio', 'Juan')"
Antonio,Spain,1,"('Antonio', 'Spain')"
Juan,Juan,1,"('Juan', 'Juan')"
Peoples R China,Sihai,1,"('Peoples R China', 'Sihai')"
Australia,Sihai,1,"('Australia', 'Sihai')"
Amalia,Spain,2,"('Amalia', 'Spain')"
Amalia,Claude,1,"('Amalia', 'Claude')"
Amalia,Canada,1,"('Amalia', 'Canada')"
Claude,Spain,2,"('Claude', 'Spain')"
Pablo,Ricardo,1,"('Pablo', 'Ricardo')"
Jinhua,South Korea,2,"('Jinhua', 'South Korea')"
Hoje,Jinhua,1,"('Hoje', 'Jinhua')"
Jinhua,USA,3,"('Jinhua', 'USA')"
Hoje,South Korea,3,"('Hoje', 'South Korea')"
Ataur Rahman,Omneya,1,"('Ataur Rahman', 'Omneya')"
Ataur Rahman,UK,1,"('Ataur Rahman', 'UK')"
Omneya,UK,1,"('Omneya', 'UK')"
UK,Zakaria Ali,1,"('UK', 'Zakaria Ali')"
Peoples R China,U Arab Emirates,8,"('Peoples R China', 'U Arab Emirates')"
France,Lebanon,3,"('France', 'Lebanon')"
Soonkyoo,Young-Ryeol,1,"('Soonkyoo', 'Young-Ryeol')"
South Korea,Young-Ryeol,1,"('South Korea', 'Young-Ryeol')"
USA,Young-Ryeol,1,"('USA', 'Young-Ryeol')"
Soonkyoo,South Korea,1,"('Soonkyoo', 'South Korea')"
Soonkyoo,USA,1,"('Soonkyoo', 'USA')"
Peoples R China,Rongbing,1,"('Peoples R China', 'Rongbing')"
Keke,USA,5,"('Keke', 'USA')"
Andrea,Maria,1,"('Andrea', 'Maria')"
Elias,John Ehsman,1,"('Elias', 'John Ehsman')"
Australia,John Ehsman,1,"('Australia', 'John Ehsman')"
Australia,Elias,1,"('Australia', 'Elias')"
Audur Arna,Denmark,1,"('Audur Arna', 'Denmark')"
Audur Arna,Throstur Olaf,1,"('Audur Arna', 'Throstur Olaf')"
Throstur Olaf,USA,1,"('Throstur Olaf', 'USA')"
Audur Arna,Iceland,1,"('Audur Arna', 'Iceland')"
Audur Arna,USA,1,"('Audur Arna', 'USA')"
Iceland,USA,1,"('Iceland', 'USA')"
Claudio,Roberta,1,"('Claudio', 'Roberta')"
Roberta,UK,3,"('Roberta', 'UK')"
Roberta,USA,1,"('Roberta', 'USA')"
Claudio,Italy,2,"('Claudio', 'Italy')"
Claudio,UK,1,"('Claudio', 'UK')"
Claudio,USA,1,"('Claudio', 'USA')"
Orly,Sarit,1,"('Orly', 'Sarit')"
Israel,Orly,1,"('Israel', 'Orly')"
Canada,James,2,"('Canada', 'James')"
James,Peru,1,"('James', 'Peru')"
Canada,Peru,1,"('Canada', 'Peru')"
Australia,India,13,"('Australia', 'India')"
Lars,Sweden,4,"('Lars', 'Sweden')"
Lars,Norway,2,"('Lars', 'Norway')"
Norway,Sweden,8,"('Norway', 'Sweden')"
Emanuele,Marta,1,"('Emanuele', 'Marta')"
Italy,Marta,1,"('Italy', 'Marta')"
Elisabeth,France,2,"('Elisabeth', 'France')"
Rajesh,USA,1,"('Rajesh', 'USA')"
Irina,Portugal,1,"('Irina', 'Portugal')"
France,Jean-Noel,2,"('France', 'Jean-Noel')"
Jean-Noel,USA,1,"('Jean-Noel', 'USA')"
Peoples R China,Weiqiang,5,"('Peoples R China', 'Weiqiang')"
Gregory,R. Edward,1,"('Gregory', 'R. Edward')"
Gregory,USA,6,"('Gregory', 'USA')"
Australia,Cristina,1,"('Australia', 'Cristina')"
Chile,Mladen,1,"('Chile', 'Mladen')"
Finland,Kirsti,1,"('Finland', 'Kirsti')"
Peoples R China,Shaojuan,4,"('Peoples R China', 'Shaojuan')"
Bianca,Canada,1,"('Bianca', 'Canada')"
Hakkon,USA,1,"('Hakkon', 'USA')"
Hakkon,South Korea,1,"('Hakkon', 'South Korea')"
Guifeng,Peoples R China,1,"('Guifeng', 'Peoples R China')"
Italy,Stefania,2,"('Italy', 'Stefania')"
India,Ramendra,2,"('India', 'Ramendra')"
Emilia,USA,1,"('Emilia', 'USA')"
Emilia,Finland,4,"('Emilia', 'Finland')"
Isabel-Maria,Spain,2,"('Isabel-Maria', 'Spain')"
Diego,Spain,2,"('Diego', 'Spain')"
Kristin,USA,4,"('Kristin', 'USA')"
Chad,USA,1,"('Chad', 'USA')"
Chad,UK,1,"('Chad', 'UK')"
Chad,Spain,1,"('Chad', 'Spain')"
Chad,Israel,1,"('Chad', 'Israel')"
South Korea,Sweden,1,"('South Korea', 'Sweden')"
Begona,Spain,2,"('Begona', 'Spain')"
Costa Rica,USA,9,"('Costa Rica', 'USA')"
Laury,Thomas,1,"('Laury', 'Thomas')"
Netherlands,Thomas,3,"('Netherlands', 'Thomas')"
Laury,Netherlands,2,"('Laury', 'Netherlands')"
Natalia,Sweden,1,"('Natalia', 'Sweden')"
Fariborz,Iran,1,"('Fariborz', 'Iran')"
Elizabeth Prior,Linda Mary,1,"('Elizabeth Prior', 'Linda Mary')"
Australia,Linda Mary,1,"('Australia', 'Linda Mary')"
Helen,Margaret,1,"('Helen', 'Margaret')"
Margaret,USA,1,"('Margaret', 'USA')"
R. Mitch,USA,2,"('R. Mitch', 'USA')"
Hua,Peoples R China,2,"('Hua', 'Peoples R China')"
Frank,Noor,1,"('Frank', 'Noor')"
Krishna,Noor,1,"('Krishna', 'Noor')"
New Zealand,Noor,1,"('New Zealand', 'Noor')"
Frank,Krishna,1,"('Frank', 'Krishna')"
Frank,New Zealand,1,"('Frank', 'New Zealand')"
Krishna,New Zealand,1,"('Krishna', 'New Zealand')"
Lebanon,Peoples R China,5,"('Lebanon', 'Peoples R China')"
Canada,Lebanon,4,"('Canada', 'Lebanon')"
Anna Katharina,Germany,1,"('Anna Katharina', 'Germany')"
Maretno,USA,2,"('Maretno', 'USA')"
Lucas,Spain,6,"('Lucas', 'Spain')"
Lucas,Lucas,3,"('Lucas', 'Lucas')"
Alina S. Hernandez,Lucas,6,"('Alina S. Hernandez', 'Lucas')"
Germany,Lucas,6,"('Germany', 'Lucas')"
Alina S. Hernandez,Spain,5,"('Alina S. Hernandez', 'Spain')"
Alina S. Hernandez,Alina S. Hernandez,1,"('Alina S. Hernandez', 'Alina S. Hernandez')"
Australia,Belgium,5,"('Australia', 'Belgium')"
Johan,South Korea,1,"('Johan', 'South Korea')"
Germany,Johan,1,"('Germany', 'Johan')"
Australia,Sen,4,"('Australia', 'Sen')"
Andre,Sen,1,"('Andre', 'Sen')"
Andre,Australia,3,"('Andre', 'Australia')"
Jane,USA,4,"('Jane', 'USA')"
Chile,Spain,1,"('Chile', 'Spain')"
Kathleen,USA,3,"('Kathleen', 'USA')"
Rene,Tobias,1,"('Rene', 'Tobias')"
Tobias,USA,1,"('Tobias', 'USA')"
